"numéro de dossier","nom dossier","chambre","état de l'instruction","requérant(s)","mandataire(s) requérant(s)","défendeur(s)","mandataire(s) défendeur(s)","date évènement","mesure évènement","acteur évènement","qualité évènement","délais évènement"
"1809971","ASSOCIATION REGARDS CITOYENS / Madame MASSONNEAU Véronique","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame MASSONNEAU Véronique","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809971","ASSOCIATION REGARDS CITOYENS / Madame MASSONNEAU Véronique","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame MASSONNEAU Véronique","","2018-06-15","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809973","ASSOCIATION REGARDS CITOYENS / Monsieur MATHIS Jean-Claude","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur MATHIS Jean-Claude","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809973","ASSOCIATION REGARDS CITOYENS / Monsieur MATHIS Jean-Claude","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur MATHIS Jean-Claude","","2018-06-15","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809974","ASSOCIATION REGARDS CITOYENS / Madame MAZETIER Sandrine","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame MAZETIER Sandrine","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809974","ASSOCIATION REGARDS CITOYENS / Madame MAZETIER Sandrine","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame MAZETIER Sandrine","","2018-06-15","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809975","ASSOCIATION REGARDS CITOYENS / Monsieur DE MAZIÈRES François","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur DE MAZIÈRES François","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809975","ASSOCIATION REGARDS CITOYENS / Monsieur DE MAZIÈRES François","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur DE MAZIÈRES François","","2018-06-15","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809978","ASSOCIATION REGARDS CITOYENS / Monsieur MENARD Michel","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur MENARD Michel","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809978","ASSOCIATION REGARDS CITOYENS / Monsieur MENARD Michel","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur MENARD Michel","","2018-06-15","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809980","ASSOCIATION REGARDS CITOYENS / Monsieur MENNUCCI Patrick","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur MENNUCCI Patrick","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809980","ASSOCIATION REGARDS CITOYENS / Monsieur MENNUCCI Patrick","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur MENNUCCI Patrick","","2018-06-15","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809981","ASSOCIATION REGARDS CITOYENS / Monsieur MENUEL Gérard","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur MENUEL Gérard","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809981","ASSOCIATION REGARDS CITOYENS / Monsieur MENUEL Gérard","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur MENUEL Gérard","","2018-06-15","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809984","ASSOCIATION REGARDS CITOYENS / Monsieur MESLOT Damien","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur MESLOT Damien","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809984","ASSOCIATION REGARDS CITOYENS / Monsieur MESLOT Damien","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur MESLOT Damien","","2018-06-15","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809985","ASSOCIATION REGARDS CITOYENS / Monsieur MESQUIDA Kléber","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur MESQUIDA Kléber","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809985","ASSOCIATION REGARDS CITOYENS / Monsieur MESQUIDA Kléber","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur MESQUIDA Kléber","","2018-06-15","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809988","ASSOCIATION REGARDS CITOYENS / Monsieur MEUNIER Philippe","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur MEUNIER Philippe","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809988","ASSOCIATION REGARDS CITOYENS / Monsieur MEUNIER Philippe","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur MEUNIER Philippe","","2018-06-15","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809989","ASSOCIATION REGARDS CITOYENS / Monsieur MIGNON Jean-Claude","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur MIGNON Jean-Claude","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809989","ASSOCIATION REGARDS CITOYENS / Monsieur MIGNON Jean-Claude","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur MIGNON Jean-Claude","","2018-06-15","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809990","ASSOCIATION REGARDS CITOYENS / Monsieur MOLAC Paul","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur MOLAC Paul","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809990","ASSOCIATION REGARDS CITOYENS / Monsieur MOLAC Paul","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur MOLAC Paul","","2018-06-15","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809994","ASSOCIATION REGARDS CITOYENS / Monsieur MORANGE Pierre","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur MORANGE Pierre","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809994","ASSOCIATION REGARDS CITOYENS / Monsieur MORANGE Pierre","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur MORANGE Pierre","","2018-06-15","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809996","ASSOCIATION REGARDS CITOYENS / Monsieur MOREAU Yannick","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur MOREAU Yannick","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809996","ASSOCIATION REGARDS CITOYENS / Monsieur MOREAU Yannick","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur MOREAU Yannick","","2018-06-15","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809998","ASSOCIATION REGARDS CITOYENS / Monsieur MOREL-A-L'HUISSIER Jean-Claude","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur MOREL-A-L'HUISSIER Jean-Claude","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1809998","ASSOCIATION REGARDS CITOYENS / Monsieur MOREL-A-L'HUISSIER Jean-Claude","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur MOREL-A-L'HUISSIER Jean-Claude","","2018-06-15","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810000","ASSOCIATION REGARDS CITOYENS / Monsieur MOYNE-BRESSAND Alain","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur MOYNE-BRESSAND Alain","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810000","ASSOCIATION REGARDS CITOYENS / Monsieur MOYNE-BRESSAND Alain","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur MOYNE-BRESSAND Alain","","2018-06-15","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810001","ASSOCIATION REGARDS CITOYENS / Monsieur MUET Pierre-Alain","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur MUET Pierre-Alain","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810001","ASSOCIATION REGARDS CITOYENS / Monsieur MUET Pierre-Alain","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur MUET Pierre-Alain","","2018-06-15","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810011","ASSOCIATION REGARDS CITOYENS / Monsieur MYARD Jacques","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur MYARD Jacques","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810011","ASSOCIATION REGARDS CITOYENS / Monsieur MYARD Jacques","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur MYARD Jacques","","2018-06-15","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810015","ASSOCIATION REGARDS CITOYENS / Madame NACHURY Dominique","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame NACHURY Dominique","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810015","ASSOCIATION REGARDS CITOYENS / Madame NACHURY Dominique","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame NACHURY Dominique","","2018-06-15","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810016","ASSOCIATION REGARDS CITOYENS / Monsieur NAILLET Philippe","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur NAILLET Philippe","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810016","ASSOCIATION REGARDS CITOYENS / Monsieur NAILLET Philippe","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur NAILLET Philippe","","2018-06-15","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810017","ASSOCIATION REGARDS CITOYENS / Monsieur NAUCHE Philippe","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur NAUCHE Philippe","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810017","ASSOCIATION REGARDS CITOYENS / Monsieur NAUCHE Philippe","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur NAUCHE Philippe","","2018-06-15","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810022","ASSOCIATION REGARDS CITOYENS / Monsieur NICOLIN Yves","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur NICOLIN Yves","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810022","ASSOCIATION REGARDS CITOYENS / Monsieur NICOLIN Yves","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur NICOLIN Yves","","2018-06-15","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810023","ASSOCIATION REGARDS CITOYENS / Madame NIESON Nathalie","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame NIESON Nathalie","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810023","ASSOCIATION REGARDS CITOYENS / Madame NIESON Nathalie","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame NIESON Nathalie","","2018-06-15","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810024","ASSOCIATION REGARDS CITOYENS / Monsieur NILOR Jean-Philippe","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur NILOR Jean-Philippe","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810024","ASSOCIATION REGARDS CITOYENS / Monsieur NILOR Jean-Philippe","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur NILOR Jean-Philippe","","2018-06-15","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810025","ASSOCIATION REGARDS CITOYENS / Monsieur NOGUES Philippe","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur NOGUES Philippe","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810025","ASSOCIATION REGARDS CITOYENS / Monsieur NOGUES Philippe","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur NOGUES Philippe","","2018-06-15","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810028","ASSOCIATION REGARDS CITOYENS / Monsieur OLIVE Robert","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur OLIVE Robert","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810028","ASSOCIATION REGARDS CITOYENS / Monsieur OLIVE Robert","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur OLIVE Robert","","2018-06-15","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810033","ASSOCIATION REGARDS CITOYENS / Madame OLIVIER Maud","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame OLIVIER Maud","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810033","ASSOCIATION REGARDS CITOYENS / Madame OLIVIER Maud","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame OLIVIER Maud","","2018-06-15","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810034","ASSOCIATION REGARDS CITOYENS / Monsieur OLLIER Patrick","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur OLLIER Patrick","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810034","ASSOCIATION REGARDS CITOYENS / Monsieur OLLIER Patrick","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur OLLIER Patrick","","2018-06-15","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810073","ASSOCIATION REGARDS CITOYENS / Madame ORLIAC Dominique","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame ORLIAC Dominique","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810073","ASSOCIATION REGARDS CITOYENS / Madame ORLIAC Dominique","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame ORLIAC Dominique","","2018-06-18","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810074","ASSOCIATION REGARDS CITOYENS / Madame ORPHE Monique","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame ORPHE Monique","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810074","ASSOCIATION REGARDS CITOYENS / Madame ORPHE Monique","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame ORPHE Monique","","2018-06-18","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810075","ASSOCIATION REGARDS CITOYENS / Monsieur PAJON Michel","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur PAJON Michel","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810075","ASSOCIATION REGARDS CITOYENS / Monsieur PAJON Michel","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur PAJON Michel","","2018-06-18","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810076","ASSOCIATION REGARDS CITOYENS / Monsieur PANCHER Bertrand","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur PANCHER Bertrand","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810076","ASSOCIATION REGARDS CITOYENS / Monsieur PANCHER Bertrand","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur PANCHER Bertrand","","2018-06-18","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810077","ASSOCIATION REGARDS CITOYENS / Madame PANE Luce","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame PANE Luce","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810077","ASSOCIATION REGARDS CITOYENS / Madame PANE Luce","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame PANE Luce","","2018-06-18","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810078","ASSOCIATION REGARDS CITOYENS / Monsieur PAUL Christian","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur PAUL Christian","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810078","ASSOCIATION REGARDS CITOYENS / Monsieur PAUL Christian","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur PAUL Christian","","2018-06-18","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810079","ASSOCIATION REGARDS CITOYENS / Madame PAU-LANGEVIN George","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame PAU-LANGEVIN George","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810079","ASSOCIATION REGARDS CITOYENS / Madame PAU-LANGEVIN George","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame PAU-LANGEVIN George","","2018-06-18","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810080","ASSOCIATION REGARDS CITOYENS / Monsieur PAUVROS Rémi","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur PAUVROS Rémi","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810080","ASSOCIATION REGARDS CITOYENS / Monsieur PAUVROS Rémi","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur PAUVROS Rémi","","2018-06-18","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810081","ASSOCIATION REGARDS CITOYENS / Monsieur PEIRO Germinal","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur PEIRO Germinal","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810081","ASSOCIATION REGARDS CITOYENS / Monsieur PEIRO Germinal","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur PEIRO Germinal","","2018-06-18","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810082","ASSOCIATION REGARDS CITOYENS / Monsieur PÉLISSARD Jacques","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur PÉLISSARD Jacques","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810082","ASSOCIATION REGARDS CITOYENS / Monsieur PÉLISSARD Jacques","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur PÉLISSARD Jacques","","2018-06-18","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810084","ASSOCIATION REGARDS CITOYENS / Monsieur PELLOIS Hervé","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur PELLOIS Hervé","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810084","ASSOCIATION REGARDS CITOYENS / Monsieur PELLOIS Hervé","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur PELLOIS Hervé","","2018-06-18","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810085","ASSOCIATION REGARDS CITOYENS / Monsieur PEREZ Jean-Claude","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur PEREZ Jean-Claude","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810085","ASSOCIATION REGARDS CITOYENS / Monsieur PEREZ Jean-Claude","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur PEREZ Jean-Claude","","2018-06-18","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810086","ASSOCIATION REGARDS CITOYENS / Madame PERNOD BEAUDON Stéphanie","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame PERNOD BEAUDON Stéphanie","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810086","ASSOCIATION REGARDS CITOYENS / Madame PERNOD BEAUDON Stéphanie","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame PERNOD BEAUDON Stéphanie","","2018-06-18","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810091","ASSOCIATION REGARDS CITOYENS / Monsieur PERRUT Bernard","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur PERRUT Bernard","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810091","ASSOCIATION REGARDS CITOYENS / Monsieur PERRUT Bernard","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur PERRUT Bernard","","2018-06-18","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810093","ASSOCIATION REGARDS CITOYENS / Monsieur PHILIPPE Edouard","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur PHILIPPE Edouard","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810093","ASSOCIATION REGARDS CITOYENS / Monsieur PHILIPPE Edouard","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur PHILIPPE Edouard","","2018-06-18","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810094","ASSOCIATION REGARDS CITOYENS / Monsieur PIETRASANTA Sébastien","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur PIETRASANTA Sébastien","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810094","ASSOCIATION REGARDS CITOYENS / Monsieur PIETRASANTA Sébastien","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur PIETRASANTA Sébastien","","2018-06-18","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810095","ASSOCIATION REGARDS CITOYENS / Madame PINEL Sylvia","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame PINEL Sylvia","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810095","ASSOCIATION REGARDS CITOYENS / Madame PINEL Sylvia","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame PINEL Sylvia","","2018-06-18","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810097","ASSOCIATION REGARDS CITOYENS / Madame PIRES BEAUNE Christine","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame PIRES BEAUNE Christine","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810097","ASSOCIATION REGARDS CITOYENS / Madame PIRES BEAUNE Christine","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Madame PIRES BEAUNE Christine","","2018-06-18","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810098","ASSOCIATION REGARDS CITOYENS / Monsieur PIRON Michel","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur PIRON Michel","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810098","ASSOCIATION REGARDS CITOYENS / Monsieur PIRON Michel","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur PIRON Michel","","2018-06-18","Accusé de réception de la requête","ASSOCIATION REGARDS CITOYENS","Requérant",""
"1810100","ASSOCIATION REGARDS CITOYENS / Monsieur PLISSON Philippe","5e Section - 1re Chambre","En cours d'instruction","ASSOCIATION REGARDS CITOYENS","","Monsieur PLISSON Philippe","","2018-05-14","Requête nouvelle","ASSOCIATION REGARDS CITOYENS","Requérant",""
